name,type,image_vendor,image_type
stdlib,go-module,chainguard,etcd
stdlib,go-module,chainguard,etcd
wolfi-baselayout,apk,chainguard,etcd
wolfi-baselayout,apk,chainguard,etcd
cloud.google.com/go,go-module,rapidfort,telegraf
cloud.google.com/go/bigquery,go-module,rapidfort,telegraf
cloud.google.com/go/compute/metadata,go-module,rapidfort,telegraf
cloud.google.com/go/iam,go-module,rapidfort,telegraf
cloud.google.com/go/monitoring,go-module,rapidfort,telegraf
cloud.google.com/go/pubsub,go-module,rapidfort,telegraf
cloud.google.com/go/storage,go-module,rapidfort,telegraf
code.cloudfoundry.org/clock,go-module,rapidfort,telegraf
collectd.org,go-module,rapidfort,telegraf
coreutils,deb,rapidfort,telegraf
dario.cat/mergo,go-module,rapidfort,telegraf
dash,deb,rapidfort,telegraf
github.com/99designs/keyring,go-module,rapidfort,telegraf
github.com/Azure/azure-amqp-common-go/v4,go-module,rapidfort,telegraf
github.com/Azure/azure-event-hubs-go/v3,go-module,rapidfort,telegraf
github.com/Azure/azure-kusto-go,go-module,rapidfort,telegraf
github.com/Azure/azure-pipeline-go,go-module,rapidfort,telegraf
github.com/Azure/azure-sdk-for-go,go-module,rapidfort,telegraf
github.com/Azure/azure-sdk-for-go/sdk/azcore,go-module,rapidfort,telegraf
github.com/Azure/azure-sdk-for-go/sdk/azidentity,go-module,rapidfort,telegraf
github.com/Azure/azure-sdk-for-go/sdk/internal,go-module,rapidfort,telegraf
github.com/Azure/azure-sdk-for-go/sdk/resourcemanager/monitor/armmonitor,go-module,rapidfort,telegraf
github.com/Azure/azure-sdk-for-go/sdk/resourcemanager/resources/armresources,go-module,rapidfort,telegraf
github.com/Azure/azure-sdk-for-go/sdk/storage/azblob,go-module,rapidfort,telegraf
github.com/Azure/azure-storage-queue-go,go-module,rapidfort,telegraf
github.com/Azure/go-amqp,go-module,rapidfort,telegraf
github.com/Azure/go-autorest/autorest,go-module,rapidfort,telegraf
github.com/Azure/go-autorest/autorest/adal,go-module,rapidfort,telegraf
github.com/Azure/go-autorest/autorest/azure/auth,go-module,rapidfort,telegraf
github.com/Azure/go-autorest/autorest/azure/cli,go-module,rapidfort,telegraf
github.com/Azure/go-autorest/autorest/date,go-module,rapidfort,telegraf
github.com/Azure/go-autorest/autorest/to,go-module,rapidfort,telegraf
github.com/Azure/go-autorest/autorest/validation,go-module,rapidfort,telegraf
github.com/Azure/go-autorest/logger,go-module,rapidfort,telegraf
github.com/Azure/go-autorest/tracing,go-module,rapidfort,telegraf
github.com/Azure/go-ntlmssp,go-module,rapidfort,telegraf
github.com/AzureAD/microsoft-authentication-library-for-go,go-module,rapidfort,telegraf
github.com/ClickHouse/clickhouse-go,go-module,rapidfort,telegraf
github.com/JohnCGriffin/overflow,go-module,rapidfort,telegraf
github.com/Masterminds/goutils,go-module,rapidfort,telegraf
github.com/Masterminds/semver,go-module,rapidfort,telegraf
github.com/Masterminds/semver/v3,go-module,rapidfort,telegraf
github.com/Masterminds/sprig,go-module,rapidfort,telegraf
github.com/Masterminds/sprig/v3,go-module,rapidfort,telegraf
github.com/Mellanox/rdmamap,go-module,rapidfort,telegraf
github.com/PaesslerAG/gval,go-module,rapidfort,telegraf
github.com/Shopify/sarama,go-module,rapidfort,telegraf
github.com/aerospike/aerospike-client-go/v5,go-module,rapidfort,telegraf
github.com/alecthomas/participle,go-module,rapidfort,telegraf
github.com/alecthomas/units,go-module,rapidfort,telegraf
github.com/aliyun/alibaba-cloud-sdk-go,go-module,rapidfort,telegraf
github.com/amir/raidman,go-module,rapidfort,telegraf
github.com/andybalholm/brotli,go-module,rapidfort,telegraf
github.com/antchfx/jsonquery,go-module,rapidfort,telegraf
github.com/antchfx/xmlquery,go-module,rapidfort,telegraf
github.com/antchfx/xpath,go-module,rapidfort,telegraf
github.com/antlr/antlr4/runtime/Go/antlr/v4,go-module,rapidfort,telegraf
github.com/apache/arrow/go/v12,go-module,rapidfort,telegraf
github.com/apache/arrow/go/v13,go-module,rapidfort,telegraf
github.com/apache/iotdb-client-go,go-module,rapidfort,telegraf
github.com/apache/thrift,go-module,rapidfort,telegraf
github.com/aristanetworks/glog,go-module,rapidfort,telegraf
github.com/aristanetworks/goarista,go-module,rapidfort,telegraf
github.com/armon/go-metrics,go-module,rapidfort,telegraf
github.com/awnumar/memcall,go-module,rapidfort,telegraf
github.com/awnumar/memguard,go-module,rapidfort,telegraf
github.com/aws/aws-sdk-go-v2,go-module,rapidfort,telegraf
github.com/aws/aws-sdk-go-v2/aws/protocol/eventstream,go-module,rapidfort,telegraf
github.com/aws/aws-sdk-go-v2/config,go-module,rapidfort,telegraf
github.com/aws/aws-sdk-go-v2/credentials,go-module,rapidfort,telegraf
github.com/aws/aws-sdk-go-v2/feature/dynamodb/attributevalue,go-module,rapidfort,telegraf
github.com/aws/aws-sdk-go-v2/feature/ec2/imds,go-module,rapidfort,telegraf
github.com/aws/aws-sdk-go-v2/feature/s3/manager,go-module,rapidfort,telegraf
github.com/aws/aws-sdk-go-v2/internal/configsources,go-module,rapidfort,telegraf
github.com/aws/aws-sdk-go-v2/internal/endpoints/v2,go-module,rapidfort,telegraf
github.com/aws/aws-sdk-go-v2/internal/ini,go-module,rapidfort,telegraf
github.com/aws/aws-sdk-go-v2/internal/v4a,go-module,rapidfort,telegraf
github.com/aws/aws-sdk-go-v2/service/cloudwatch,go-module,rapidfort,telegraf
github.com/aws/aws-sdk-go-v2/service/cloudwatchlogs,go-module,rapidfort,telegraf
github.com/aws/aws-sdk-go-v2/service/dynamodb,go-module,rapidfort,telegraf
github.com/aws/aws-sdk-go-v2/service/dynamodbstreams,go-module,rapidfort,telegraf
github.com/aws/aws-sdk-go-v2/service/ec2,go-module,rapidfort,telegraf
github.com/aws/aws-sdk-go-v2/service/internal/accept-encoding,go-module,rapidfort,telegraf
github.com/aws/aws-sdk-go-v2/service/internal/checksum,go-module,rapidfort,telegraf
github.com/aws/aws-sdk-go-v2/service/internal/endpoint-discovery,go-module,rapidfort,telegraf
github.com/aws/aws-sdk-go-v2/service/internal/presigned-url,go-module,rapidfort,telegraf
github.com/aws/aws-sdk-go-v2/service/internal/s3shared,go-module,rapidfort,telegraf
github.com/aws/aws-sdk-go-v2/service/kinesis,go-module,rapidfort,telegraf
github.com/aws/aws-sdk-go-v2/service/s3,go-module,rapidfort,telegraf
github.com/aws/aws-sdk-go-v2/service/sso,go-module,rapidfort,telegraf
github.com/aws/aws-sdk-go-v2/service/ssooidc,go-module,rapidfort,telegraf
github.com/aws/aws-sdk-go-v2/service/sts,go-module,rapidfort,telegraf
github.com/aws/aws-sdk-go-v2/service/timestreamwrite,go-module,rapidfort,telegraf
github.com/aws/smithy-go,go-module,rapidfort,telegraf
github.com/awslabs/kinesis-aggregation/go,go-module,rapidfort,telegraf
github.com/benbjohnson/clock,go-module,rapidfort,telegraf
github.com/beorn7/perks,go-module,rapidfort,telegraf
github.com/blues/jsonata-go,go-module,rapidfort,telegraf
github.com/bmatcuk/doublestar/v3,go-module,rapidfort,telegraf
github.com/boschrexroth/ctrlx-datalayer-golang,go-module,rapidfort,telegraf
github.com/bufbuild/protocompile,go-module,rapidfort,telegraf
github.com/caio/go-tdigest,go-module,rapidfort,telegraf
github.com/caio/go-tdigest/v4,go-module,rapidfort,telegraf
github.com/cenkalti/backoff,go-module,rapidfort,telegraf
github.com/cenkalti/backoff/v4,go-module,rapidfort,telegraf
github.com/cespare/xxhash/v2,go-module,rapidfort,telegraf
github.com/cisco-ie/nx-telemetry-proto,go-module,rapidfort,telegraf
github.com/clarify/clarify-go,go-module,rapidfort,telegraf
github.com/cloudevents/sdk-go/v2,go-module,rapidfort,telegraf
github.com/compose-spec/compose-go,go-module,rapidfort,telegraf
github.com/containerd/containerd,go-module,rapidfort,telegraf
github.com/coocood/freecache,go-module,rapidfort,telegraf
github.com/coreos/go-semver,go-module,rapidfort,telegraf
github.com/coreos/go-systemd,go-module,rapidfort,telegraf
github.com/couchbase/go-couchbase,go-module,rapidfort,telegraf
github.com/couchbase/gomemcached,go-module,rapidfort,telegraf
github.com/couchbase/goutils,go-module,rapidfort,telegraf
github.com/cpuguy83/dockercfg,go-module,rapidfort,telegraf
github.com/cpuguy83/go-md2man/v2,go-module,rapidfort,telegraf
github.com/davecgh/go-spew,go-module,rapidfort,telegraf
github.com/devigned/tab,go-module,rapidfort,telegraf
github.com/dgryski/go-rendezvous,go-module,rapidfort,telegraf
github.com/digitalocean/go-libvirt,go-module,rapidfort,telegraf
github.com/dimchansky/utfbom,go-module,rapidfort,telegraf
github.com/djherbis/times,go-module,rapidfort,telegraf
github.com/docker/distribution,go-module,rapidfort,telegraf
github.com/docker/docker,go-module,rapidfort,telegraf
github.com/docker/go-connections,go-module,rapidfort,telegraf
github.com/docker/go-units,go-module,rapidfort,telegraf
github.com/dustin/go-humanize,go-module,rapidfort,telegraf
github.com/dvsekhvalnov/jose2go,go-module,rapidfort,telegraf
github.com/dynatrace-oss/dynatrace-metric-utils-go,go-module,rapidfort,telegraf
github.com/eapache/go-resiliency,go-module,rapidfort,telegraf
github.com/eapache/go-xerial-snappy,go-module,rapidfort,telegraf
github.com/eapache/queue,go-module,rapidfort,telegraf
github.com/eclipse/paho.golang,go-module,rapidfort,telegraf
github.com/eclipse/paho.mqtt.golang,go-module,rapidfort,telegraf
github.com/emicklei/go-restful/v3,go-module,rapidfort,telegraf
github.com/fatih/color,go-module,rapidfort,telegraf
github.com/form3tech-oss/jwt-go,go-module,rapidfort,telegraf
github.com/fxamacker/cbor,go-module,rapidfort,telegraf
github.com/gabriel-vasile/mimetype,go-module,rapidfort,telegraf
github.com/go-asn1-ber/asn1-ber,go-module,rapidfort,telegraf
github.com/go-ldap/ldap/v3,go-module,rapidfort,telegraf
github.com/go-logfmt/logfmt,go-module,rapidfort,telegraf
github.com/go-logr/logr,go-module,rapidfort,telegraf
github.com/go-openapi/jsonpointer,go-module,rapidfort,telegraf
github.com/go-openapi/jsonreference,go-module,rapidfort,telegraf
github.com/go-openapi/swag,go-module,rapidfort,telegraf
github.com/go-redis/redis/v7,go-module,rapidfort,telegraf
github.com/go-redis/redis/v8,go-module,rapidfort,telegraf
github.com/go-sql-driver/mysql,go-module,rapidfort,telegraf
github.com/go-stack/stack,go-module,rapidfort,telegraf
github.com/go-stomp/stomp,go-module,rapidfort,telegraf
github.com/gobwas/glob,go-module,rapidfort,telegraf
github.com/goccy/go-json,go-module,rapidfort,telegraf
github.com/godbus/dbus,go-module,rapidfort,telegraf
github.com/gofrs/uuid,go-module,rapidfort,telegraf
github.com/gofrs/uuid/v5,go-module,rapidfort,telegraf
github.com/gogo/protobuf,go-module,rapidfort,telegraf
github.com/golang-jwt/jwt/v4,go-module,rapidfort,telegraf
github.com/golang-jwt/jwt/v5,go-module,rapidfort,telegraf
github.com/golang-sql/civil,go-module,rapidfort,telegraf
github.com/golang-sql/sqlexp,go-module,rapidfort,telegraf
github.com/golang/geo,go-module,rapidfort,telegraf
github.com/golang/groupcache,go-module,rapidfort,telegraf
github.com/golang/protobuf,go-module,rapidfort,telegraf
github.com/golang/snappy,go-module,rapidfort,telegraf
github.com/google/cel-go,go-module,rapidfort,telegraf
github.com/google/flatbuffers,go-module,rapidfort,telegraf
github.com/google/gnostic-models,go-module,rapidfort,telegraf
github.com/google/gnxi,go-module,rapidfort,telegraf
github.com/google/go-cmp,go-module,rapidfort,telegraf
github.com/google/go-github/v32,go-module,rapidfort,telegraf
github.com/google/go-querystring,go-module,rapidfort,telegraf
github.com/google/gofuzz,go-module,rapidfort,telegraf
github.com/google/gopacket,go-module,rapidfort,telegraf
github.com/google/s2a-go,go-module,rapidfort,telegraf
github.com/google/uuid,go-module,rapidfort,telegraf
github.com/googleapis/enterprise-certificate-proxy,go-module,rapidfort,telegraf
github.com/googleapis/gax-go/v2,go-module,rapidfort,telegraf
github.com/gopcua/opcua,go-module,rapidfort,telegraf
github.com/gophercloud/gophercloud,go-module,rapidfort,telegraf
github.com/gorilla/mux,go-module,rapidfort,telegraf
github.com/gorilla/websocket,go-module,rapidfort,telegraf
github.com/gosnmp/gosnmp,go-module,rapidfort,telegraf
github.com/grid-x/modbus,go-module,rapidfort,telegraf
github.com/grid-x/serial,go-module,rapidfort,telegraf
github.com/gsterjov/go-libsecret,go-module,rapidfort,telegraf
github.com/gwos/tcg/sdk,go-module,rapidfort,telegraf
github.com/hailocab/go-hostpool,go-module,rapidfort,telegraf
github.com/harlow/kinesis-consumer,go-module,rapidfort,telegraf
github.com/hashicorp/consul/api,go-module,rapidfort,telegraf
github.com/hashicorp/errwrap,go-module,rapidfort,telegraf
github.com/hashicorp/go-cleanhttp,go-module,rapidfort,telegraf
github.com/hashicorp/go-hclog,go-module,rapidfort,telegraf
github.com/hashicorp/go-immutable-radix,go-module,rapidfort,telegraf
github.com/hashicorp/go-multierror,go-module,rapidfort,telegraf
github.com/hashicorp/go-rootcerts,go-module,rapidfort,telegraf
github.com/hashicorp/go-uuid,go-module,rapidfort,telegraf
github.com/hashicorp/golang-lru,go-module,rapidfort,telegraf
github.com/hashicorp/packer-plugin-sdk,go-module,rapidfort,telegraf
github.com/hashicorp/serf,go-module,rapidfort,telegraf
github.com/huandu/xstrings,go-module,rapidfort,telegraf
github.com/imdario/mergo,go-module,rapidfort,telegraf
github.com/influxdata/go-syslog/v3,go-module,rapidfort,telegraf
github.com/influxdata/influxdb-observability/common,go-module,rapidfort,telegraf
github.com/influxdata/influxdb-observability/influx2otel,go-module,rapidfort,telegraf
github.com/influxdata/influxdb-observability/otel2influx,go-module,rapidfort,telegraf
github.com/influxdata/line-protocol/v2,go-module,rapidfort,telegraf
github.com/influxdata/tail,go-module,rapidfort,telegraf
github.com/influxdata/telegraf,go-module,rapidfort,telegraf
github.com/influxdata/toml,go-module,rapidfort,telegraf
github.com/influxdata/wlog,go-module,rapidfort,telegraf
github.com/intel/iaevents,go-module,rapidfort,telegraf
github.com/jackc/chunkreader/v2,go-module,rapidfort,telegraf
github.com/jackc/pgconn,go-module,rapidfort,telegraf
github.com/jackc/pgio,go-module,rapidfort,telegraf
github.com/jackc/pgpassfile,go-module,rapidfort,telegraf
github.com/jackc/pgproto3/v2,go-module,rapidfort,telegraf
github.com/jackc/pgservicefile,go-module,rapidfort,telegraf
github.com/jackc/pgtype,go-module,rapidfort,telegraf
github.com/jackc/pgx/v4,go-module,rapidfort,telegraf
github.com/jackc/puddle,go-module,rapidfort,telegraf
github.com/jaegertracing/jaeger,go-module,rapidfort,telegraf
github.com/james4k/rcon,go-module,rapidfort,telegraf
github.com/jcmturner/aescts/v2,go-module,rapidfort,telegraf
github.com/jcmturner/dnsutils/v2,go-module,rapidfort,telegraf
github.com/jcmturner/gofork,go-module,rapidfort,telegraf
github.com/jcmturner/gokrb5/v8,go-module,rapidfort,telegraf
github.com/jcmturner/rpc/v2,go-module,rapidfort,telegraf
github.com/jeremywohl/flatten/v2,go-module,rapidfort,telegraf
github.com/jhump/protoreflect,go-module,rapidfort,telegraf
github.com/jmespath/go-jmespath,go-module,rapidfort,telegraf
github.com/josharian/intern,go-module,rapidfort,telegraf
github.com/josharian/native,go-module,rapidfort,telegraf
github.com/jpillora/backoff,go-module,rapidfort,telegraf
github.com/json-iterator/go,go-module,rapidfort,telegraf
github.com/karrick/godirwalk,go-module,rapidfort,telegraf
github.com/kballard/go-shellquote,go-module,rapidfort,telegraf
github.com/klauspost/compress,go-module,rapidfort,telegraf
github.com/klauspost/cpuid/v2,go-module,rapidfort,telegraf
github.com/klauspost/pgzip,go-module,rapidfort,telegraf
github.com/kolo/xmlrpc,go-module,rapidfort,telegraf
github.com/kylelemons/godebug,go-module,rapidfort,telegraf
github.com/leodido/ragel-machinery,go-module,rapidfort,telegraf
github.com/linkedin/goavro/v2,go-module,rapidfort,telegraf
github.com/logzio/azure-monitor-metrics-receiver,go-module,rapidfort,telegraf
github.com/magiconair/properties,go-module,rapidfort,telegraf
github.com/mailru/easyjson,go-module,rapidfort,telegraf
github.com/mattn/go-colorable,go-module,rapidfort,telegraf
github.com/mattn/go-ieproxy,go-module,rapidfort,telegraf
